                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2107,                 3.7967,                 1.1749,                0.86617,                0.07338,                0.20923,                0.15837,                 1.0878,                 4.0753,                 1.0817,             0.00027136,             0.00027136,             0.00027136
